Date_Before,Header_count,Word_count
781,1,376
784,1,303
790,2,371
809,2,375
812,1,156
817,2,415
824,1,413
826,2,304
827,2,376
830,2,310
832,1,251
840,2,398
859,1,400
867,2,403
868,1,284
870,1,367
877,1,319
880,1,158
888,2,396
898,1,251
