Date_Before,Header_count,Word_count
784,1,303
812,1,156
826,2,304
832,1,251
868,1,284
880,1,158
898,1,251
911,2,161
912,1,183
913,1,283
915,1,301
918,2,308
921,1,274
923,1,169
924,1,233
926,1,303
929,2,307
934,1,259
937,3,249
952,2,299
